Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Kuwait,KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63724.59233,63284.58318,61687.47925,59725.68923,55034.89605,54984.85448,53578.72455,54322.87785,63008.51543,68233.74422,73155.58201,75224.66667,75580.79923,73022.83586,63886.13796,58810.3002,60887.57468,61416.86912,58995.26489,56647.33659,54834.29408,54708.88242,50855.46235,50478.49766,49853.64755,
Latin America & Caribbean (excluding high income),LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10410.8433,10573.19789,10652.1495,10915.65647,11296.0549,11148.66381,11406.02329,11813.42518,11932.99194,11807.50386,12047.40545,11900.07154,11794.79419,11928.79361,12407.12818,12737.87474,13225.70707,13771.03835,14127.58644,13668.06828,14418.30543,14916.63186,15132.05408,15411.51632,15488.59182,15422.69788,15257.68428,15406.76402,15504.6055,15479.42456,14289.40107
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964.572977,1992.478793,2046.655519,2111.549213,2227.943118,2330.157645,2438.904044,2555.35158,2608.043802,2750.092481,2861.27184,2977.796986,3106.008562,3245.185009,3399.34983,3584.320291,3830.395609,4052.83832,4296.483673,4542.181363,4850.175067,5158.835576,5489.040283,5841.881828,6193.340326,6543.670689,6896.127374,7257.812107,7592.829475,7886.652814,7805.798556
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7552.859281,10829.09421,11976.1898,12570.80769,12961.87854,13308.87993,14473.38323,14435.12418,14822.11284,14530.79101,14361.68302,14359.25335,14171.82956,13941.86675,14283.96284,14263.71494,14299.10335,15605.5638,17030.14739,18584.38364,19499.1728,18727.01294,18039.02895,17537.62275,16970.43617,16299.20776,16100.9228,15987.65434,15588.15287,14551.59371,11649.05011
Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699.020836,1686.19529,1708.693591,1173.307339,1181.545028,1212.07045,1265.867484,1333.422223,1370.907814,1387.329731,1420.046246,1488.277275,1561.304987,1652.187994,1621.344665,1580.479228,1516.355714,1515.64454,1497.004787,1427.81909,1353.84292
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16402.96086,16746.27387,16193.08719,15783.09818,17553.5532,18048.94251,19883.48291,20858.53651,21857.13203,22129.19375,21685.02288,22539.89276,8479.947964,18806.7838,16160.11024,12201.20468,11022.42921,10592.43094,13238.00054,15017.99357,15174.16252,10282.29108
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11709.59952,11587.19385,12353.69435,12283.28895,12335.30474,12397.90269,12591.69123,12331.70414,12926.80417,13103.75976,12963.85387,12407.49117,12364.73673,12800.65278,13621.38388,13433.74815,14096.06529,14140.76104,14634.01222,14037.3913,14109.41343,14760.49066,14637.9295,14105.31642,14288.82231,14029.59092,14516.24212,14945.73328,15261.36435,15448.34491,12270.01329
Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10557.67101,10731.99483,10848.88156,11122.55495,11507.91927,11400.19795,11674.17285,12104.72067,12244.73049,12127.10099,12379.44776,12256.58566,12159.69066,12303.91255,12815.10551,13155.55657,13654.17747,14198.62199,14552.82573,14087.15851,14834.31335,15341.17132,15575.15912,15863.76275,15943.65725,15895.75138,15751.62673,15906.63183,16033.62129,16025.18456,14813.20289
Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490.796696,1470.752907,1435.369876,1394.555007,1364.371946,1405.891014,1448.525077,1475.835488,1494.091955,1521.665491,1548.151433,1591.932898,1630.057327,1676.387865,1744.808765,1839.187779,1934.539493,2046.888549,2143.307135,2201.351271,2287.050667,2352.556116,2440.450636,2528.986868,2625.856804,2697.990306,2760.495134,2847.011023,2930.621153,3004.852949,2928.332553
Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219.213164,1179.342977,1116.158827,1087.620769,1055.302536,1071.733309,1099.119834,1115.078493,1114.176679,1119.939573,1116.311773,1146.320175,1157.164783,1181.65274,1220.150584,1274.41505,1330.190136,1401.713442,1460.840136,1500.160941,1566.87067,1600.934969,1649.846444,1710.952932,1779.009635,1822.948273,1863.070634,1911.651775,1952.732145,1989.919138,1962.79496
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3878.309224,4008.138176,4137.053304,4376.128198,4577.861297,4790.348626,4938.710129,5225.577589,5443.483969,5647.558163,5949.969854,5816.473769,5999.256864,6302.215762,6589.463314,6944.226564,7419.41365,7865.368073,8274.17512,8507.592667,9126.865344,9827.621798,10712.39703,10990.07027,11428.10757,11890.51618,12287.47271,12584.10442,12860.32045,13070.12526,12536.94139
Lower middle income,LMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3181.390027,3168.657958,3177.950888,3149.052712,3142.041605,3218.566105,3332.803384,3382.301507,3363.377916,3450.120628,3542.038085,3626.338824,3729.139689,3901.753514,4096.082407,4279.546944,4489.915136,4724.582616,4841.268752,4975.863285,5221.807101,5392.187982,5540.077241,5736.447883,5963.94598,6181.087117,6468.194068,6719.906279,6949.763526,7102.40375,6718.347708
Low & middle income,LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4351.837076,4301.371732,4244.582496,4268.010921,4281.36752,4359.626632,4505.007915,4634.280155,4651.281844,4755.261905,4951.973457,5061.971502,5220.643252,5454.19934,5786.832889,6105.445673,6496.085045,6946.088545,7230.734142,7317.752788,7756.437922,8108.111862,8419.832963,8746.347828,9046.754894,9316.527163,9628.61312,9993.125095,10335.76106,10598.26851,10250.20021
Lesotho,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.072484,1458.008206,1524.652798,1543.5629,1601.514384,1621.742104,1680.908424,1713.260396,1713.939596,1703.163015,1757.792336,1817.774808,1836.259797,1930.906807,1975.725031,2054.281101,2147.831007,2241.166973,2364.68206,2331.467413,2447.558671,2549.994042,2696.466716,2726.480753,2752.870802,2817.51013,2896.065949,2782.955985,2727.018655,2694.963423,2377.869901
Late-demographic dividend,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5275.952158,5211.130603,5082.739546,5165.72188,5248.1606,5440.616951,5624.493338,5839.700448,5890.42424,6100.782025,6476.513521,6750.038319,7092.072584,7520.27231,8068.449653,8613.02736,9329.850495,10183.95879,10794.62031,11014.73702,11782.06933,12504.79681,13131.98931,13745.92038,14315.94848,14818.47405,15333.43324,16005.56919,16742.32367,17408.37514,17297.15572
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10640.36003,11274.64011,12302.1012,13317.90773,13259.61695,13846.68329,14872.37909,16004.4389,17839.78274,19226.46927,21053.1846,22977.99665,25835.36802,26784.88003,23065.06196,23942.76036,25968.58342,27330.89595,28589.02666,29855.83149,30748.19631,31925.80342,33761.87124,35427.46186,37062.58675,36732.03474
Luxembourg,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67641.5636,72510.67822,72855.88763,74904.0256,76714.1769,76727.44884,76741.05908,80112.22614,83904.5498,89799.41699,95901.0204,97165.58374,99825.46358,100226.5215,102381.313,104025.4159,107681.0167,114889.18,111409.7238,104598.8319,107703.4539,108010.7086,105075.9611,106427.4563,108414.7519,110446.0861,113035.8347,112308.1738,113589.6705,113940.2374,110261.1574
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9506.29731,9861.003287,10842.58079,11639.31996,12056.09251,12863.30935,13854.40956,15009.05998,16433.03952,18025.7035,20175.8162,22802.36632,25294.38873,24711.10745,21540.08556,21023.90133,22795.19771,24060.98577,24881.90877,25387.00765,26621.27223,27503.1773,28650.00776,30036.08655,30858.75007,29932.49391
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49057.71087,49442.42444,54674.98118,56285.40948,57496.95903,58204.24,56802.374,55518.00004,51910.98733,49624.13351,51324.92626,51582.63187,54816.66644,59688.77737,73750.30545,77846.91466,86315.05868,96715.02295,97912.85966,97056.46335,118774.2315,141140.1214,150575.207,162915.7453,156106.6255,120136.4113,117236.6161,126919.6535,133189.1356,127903.1801,55117.54361
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3816.993613,4018.550264,3864.744317,3770.517324,4101.798323,3820.536759,4231.492166,4108.999419,4349.61545,4341.829861,4370.799491,4634.192774,4721.948695,4944.388387,5120.825944,5227.562631,5558.049056,5687.227352,5952.656996,6129.113818,6281.464191,6522.373743,6625.463454,6828.223017,6912.178002,7126.670586,7106.241249,7312.056779,7446.93622,7537.485272,6916.346412
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5696.158359,5372.138502,5480.854333,5124.354896,4959.535128,5074.377064,5395.967328,5830.339126,6232.667048,6710.469121,7231.328422,7599.524783,7845.669401,8473.747922,7975.384145,8550.170639,9052.866543,9000.658925,9817.296297,10314.40965,10360.82959,10942.55087,11651.31745,12363.14684,13022.00461,12324.73628
Madagascar,MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853.049388,1686.15692,1656.344225,1641.210653,1591.419765,1569.037219,1553.5749,1560.973844,1571.629112,1594.476261,1614.382282,1658.935602,1409.395419,1501.274317,1533.699088,1559.874721,1596.753218,1639.882778,1700.695921,1587.567035,1553.404722,1534.939706,1538.516397,1531.778467,1540.744824,1546.767046,1565.867553,1584.424475,1592.053558,1618.532314,1510.141726
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10598.0005,11208.83898,11935.64087,12609.89473,13140.12417,13358.58715,12521.94705,13072.48299,14452.56881,14901.98267,12607.72395,15516.96745,16330.79977,17448.98364,15732.1697,16305.79887,17015.81546,16709.12931,17133.7682,17568.4099,17284.64789,17584.14753,18058.58107,18795.53034,19531.04255,13049.04665
Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10481.29722,10650.92355,10921.15965,10900.54607,10872.0939,10844.14262,11124.95466,11257.17838,11556.26493,11544.63744,12062.14695,11997.97389,11954.12542,12339.66343,13042.17099,13405.18014,13858.58192,14270.7359,14621.61006,14431.84578,14824.56602,15064.01275,15299.15011,15392.32292,15547.04769,15706.25088,16192.50585,16195.81371,16095.74159,15929.75065,15180.0676
Mexico,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14949.03015,15293.15871,15550.56012,15575.11806,16067.14605,14808.80712,15559.97637,16368.09277,16954.32961,17165.89218,17756.56647,17438.20852,17193.56108,17205.98656,17635.24685,17788.58912,18319.47756,18462.84012,18396.81092,17168.97733,17790.01192,18186.22457,18594.89447,18600.37118,18887.56744,19268.9144,19539.26125,19721.26098,19928.39566,19701.33767,17887.75074
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3297.104258,3222.413849,3393.696761,3555.221759,3735.2523,4022.810852,3603.414825,3375.828092,3354.616291,3308.437606,3331.03748,3512.942622,3577.778441,3447.742981,3415.879388,3446.854026,3403.470917,3495.801528,3272.76798,3371.647444,3589.726471,3557.457833,3464.284408,3589.490828,3539.834791,3580.621934,3600.01377,3700.636519,3800.920879,4022.980453,
Middle income,MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4585.93426,4537.058059,4483.120356,4513.40619,4533.263458,4619.98806,4778.265589,4920.091158,4942.326562,5058.262492,5275.481545,5397.677831,5574.39068,5832.059805,6197.14232,6546.80507,6975.813217,7469.606058,7784.925095,7886.184524,8370.4295,8762.727031,9110.608277,9474.378598,9809.745949,10114.51608,10467.39957,10878.73833,11268.33151,11571.31182,11203.58999
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11378.16066,10691.64805,10013.05355,9286.796303,9134.158499,9025.296572,9103.878091,9188.10895,9439.710466,9789.259331,10182.12607,9831.061406,9948.266898,10147.11127,10602.71507,11086.15675,11639.54304,12379.3707,13044.76364,12987.17158,13412.31283,13714.57522,13640.22401,14027.13097,14524.1947,15072.94754,15491.74359,15649.92742,16093.31042,16600.14365,15848.41929
Mali,MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.886475,1547.084128,1460.948094,1468.007276,1483.067953,1457.571996,1520.456928,1553.333841,1628.014338,1675.170423,1627.732318,1823.840688,1824.60115,1930.207369,1899.082029,1958.818731,1983.705551,1985.623428,2012.281262,2041.330218,2082.961935,2085.420849,2007.80693,1995.159252,2075.400681,2139.736297,2198.560381,2246.797421,2283.702413,2321.917173,2216.773262
Malta,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16016.35848,16565.88397,17164.98097,17755.87449,18584.6467,19626.0768,20234.1405,21137.27307,22076.73341,22982.09318,27328.34996,26805.23071,27288.65641,28214.22932,28064.68012,28829.91534,29446.10853,30744.66276,31714.04214,31118.95051,32683.14402,32696.95971,33738.57631,35089.06558,37020.95566,39621.09024,40308.80539,42404.28983,43069.95225,43703.48119,39001.6216
Myanmar,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.6453094,607.4575127,658.1079041,689.9086193,733.0661208,774.7462657,814.4463403,849.4867521,887.804748,972.8219414,1093.788207,1204.833433,1336.222998,1507.095302,1696.881586,1911.95597,2146.567933,2388.44862,2617.138174,2874.780284,3129.920255,3279.665488,3491.184692,3753.321364,4020.036677,4268.500677,4482.9268,4739.915445,5029.188086,5082.503161,4544.021569
Middle East & North Africa (excluding high income),MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6590.683584,6393.393102,6520.964746,6535.493939,6499.766664,6540.651202,6791.162706,6883.619834,7191.039743,7370.387902,7684.257637,7731.394497,7832.06234,7882.059626,8329.738517,8536.842646,8829.606564,9223.994249,9424.097301,9522.286046,9833.67461,9660.563955,9717.29331,9714.417016,9768.188102,9794.78387,10319.68075,10470.98537,10328.70273,10197.37757,9766.183519
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12579.27318,13236.00573,12024.68962,12418.99354,12505.16539,12692.28897,12955.57958,13505.04601,14048.84044,15233.37622,16248.33593,17391.02697,16348.0915,16764.36237,17287.41764,16802.3983,17381.73999,17674.61841,18263.6006,18797.90562,19682.28335,20686.57591,21533.94924,18278.73079
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4983.778131,4481.206642,4020.046169,3858.773895,3911.273193,4128.912015,4187.388444,4314.847331,4421.248939,4517.566857,4528.955946,4619.946679,4791.737889,5074.412323,5551.460475,5883.360057,6305.823201,6858.33057,7360.684609,7153.437451,7479.780902,8613.313624,9488.342966,10383.78371,10980.324,11022.97853,10940.41865,11311.76113,11915.55675,12316.79137,11470.67383
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.3251025,481.8968555,436.7203711,464.018358,475.2497233,469.189504,506.1518205,548.3477952,587.8637206,640.252516,630.7016136,687.1494257,729.2899769,756.5942823,792.7272742,821.3458142,875.9165979,917.7952405,958.2834241,991.3228347,1027.208877,1073.478134,1120.128481,1165.408205,1217.088867,1262.613128,1273.783633,1283.65987,1289.735948,1281.506041,1229.080019
Mauritania,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4640.932334,4602.720639,4569.207654,4714.601337,4454.838908,4769.418474,4920.880763,4604.133989,4613.263511,4660.670604,4361.213513,4210.778356,4152.63783,4317.486206,4395.523479,4638.00598,5333.611536,5080.645869,4919.840422,4783.637135,4767.377366,4822.16904,4891.057383,4946.0348,5008.688256,5127.432282,5045.896724,5077.185987,5042.431198,5197.072251,4983.220633
Mauritius,MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7989.529896,8254.316211,8676.973886,9010.484481,9252.715908,9566.824921,9998.617114,10435.79837,10953.67688,11097.6902,11890.58865,12191.92742,12303.10685,12938.15268,13413.99326,13571.8356,14165.95449,14909.17086,15655.60432,16131.70698,16797.81724,17454.78008,18014.99115,18579.37416,19240.22471,19897.4754,20646.933,21415.11611,22208.13812,22870.28625,19469.52459
Malawi,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.4325418,715.1560231,656.8561517,718.7099876,642.7721362,742.7760608,782.9370608,793.4614587,801.9135263,803.3210574,794.4328532,736.2057438,730.7177936,753.9676233,775.3461947,780.1361119,794.9091781,847.1825387,886.2581342,932.8672386,968.7798115,987.1200267,977.3913963,999.4401865,1027.207866,1027.229483,1024.603216,1037.549802,1055.169602,1086.461961,1066.460563
Malaysia,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10306.08209,10991.0681,11663.62708,12500.50417,13315.42234,14260.09617,15290.91444,15995.71949,14448.7411,14965.6177,15917.05717,15652.01445,16155.60162,16751.40714,17538.4857,18114.14411,18752.54579,19546.98592,20103.50414,19442.98535,20536.37251,21289.25754,22132.21692,22855.94969,23906.22858,24787.82375,25541.77051,26661.50742,27558.13695,28364.47632,26435.17157
North America,NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39346.85066,38785.79289,39606.66129,40172.29624,41286.32989,41899.47868,42982.14252,44337.90097,45747.07101,47363.40747,48809.53796,48822.40468,49266.73808,50276.05785,51709.04019,53091.53336,54135.02429,54838.91626,54292.04712,52421.14728,53327.97525,53819.08233,54585.26154,55208.841,56189.59741,57377.76655,57880.97198,58857.85364,60221.08346,61167.95353,58692.41491
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5875.234808,6167.743142,6434.429933,6177.450297,6139.315594,6237.467957,6299.110296,6430.970981,6513.737332,6610.186669,6723.912939,6694.620482,6909.674995,7096.863333,7848.068965,7919.624067,8337.832035,8631.789694,8700.657493,8568.502029,8923.721781,9213.600019,9512.01748,9871.891354,10289.43267,10535.98003,10346.70816,10050.41762,9972.196698,9728.089915,8788.008292
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.922326,1084.556986,1070.352817,1038.222953,1021.952575,1011.541134,977.9036945,958.5441999,1017.398913,979.4806176,933.3463759,965.4172116,976.4544502,961.5236746,929.8840614,961.5398882,981.1581839,974.6821782,1011.103098,992.4101027,1036.904305,1020.996816,1085.542828,1099.432246,1127.614075,1132.331205,1151.657874,1163.687784,1200.972464,1224.510262,1196.87756
Nigeria,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3259.6429,3189.089071,3253.694421,3108.674718,2977.090165,2901.768227,2949.200357,2961.198469,2962.892112,2906.723968,2977.041475,3075.003131,3458.070666,3619.140208,3854.008064,3997.439751,4130.403306,4288.270307,4458.622295,4690.379449,4932.3348,5056.892147,5131.372645,5329.121517,5516.385598,5514.770273,5284.893228,5190.356127,5155.075994,5135.499469,4916.721381
Nicaragua,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3454.267648,3371.678584,3309.524337,3224.139091,3261.219009,3384.841404,3531.727044,3606.342307,3676.993351,3872.306566,3968.892933,4026.001837,3998.877512,4043.289037,4200.283123,4320.750321,4438.896054,4600.536063,4693.628097,4477.4095,4611.785692,4837.537091,5083.363011,5263.484839,5443.278082,5630.405738,5811.883058,6004.02858,5729.688224,5451.707835,5280.140581
Netherlands,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36461.41902,37057.58313,37405.92997,37613.25219,38494.21785,39498.13682,40691.89032,42235.48907,43933.56811,45839.13146,47422.2034,48160.78437,47958.33197,47806.88443,48586.70462,49467.43543,51097.36261,52909.96976,53848.25223,51607.60573,52032.9865,52594.22901,51860.05599,51640.07669,52186.99739,52974.11622,53847.82655,55088.6338,56060.91363,56784.03725,54325.50883
Norway,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42136.61626,43229.92976,44517.44955,45512.40436,47541.78149,49260.98483,51476.21521,53903.45457,54989.71982,55713.7732,57127.39975,58018.32946,58540.86364,58728.17524,60699.58545,61870.38379,62846.95821,64062.43691,63570.36124,61689.57772,61353.49639,61157.14893,61990.71162,61878.99441,62390.1497,62987.53586,63104.10039,64050.75617,64341.2589,64452.81262,63583.73598
Nepal,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.106751,1456.07473,1475.358242,1490.907091,1571.155473,1585.327461,1630.924207,1675.756934,1690.883864,1731.544934,1805.78605,1860.903019,1834.616924,1879.981887,1941.809987,1983.989963,2025.396176,2069.414802,2172.360759,2252.509947,2349.666264,2427.55041,2540.187469,2636.802927,2796.437266,2895.887954,2881.931744,3098.682692,3279.915682,3435.531698,3302.817532
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5575.512171,5608.349266,5960.960449,4589.581483,5590.184572,6058.524456,6688.649739,7313.672138,8090.933471,10493.21242,13175.92165,13551.9626,13901.95361,12975.39238,13636.36094,13527.41194,
New Zealand,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28086.82413,26466.67346,26479.0419,27852.03502,28891.04395,29815.78619,30409.09066,30627.80462,30599.32319,32098.14628,32837.09789,33775.23266,34745.16533,35616.11471,36504.19746,37293.21377,37902.75176,38687.84615,37933.15147,37505.04828,37657.1432,38214.47454,38857.11589,39599.1883,40432.24148,41086.1153,41672.10124,42285.3199,42866.12723,42877.94291,42404.3669
OECD members,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29268.21083,29410.0559,29780.78521,29910.41905,30581.10939,31137.70076,31899.81308,32812.05782,33522.68913,34347.42441,35504.59733,35727.08374,36043.15992,36545.21631,37497.74248,38329.55882,39292.29666,40096.66046,39935.6278,38300.57156,39206.85771,39823.90805,40105.43015,40484.99169,41103.24304,41918.97194,42423.98187,43265.25227,44026.61707,44546.00882,42266.41358
Oman,OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26563.19666,26962.52094,27911.82848,28329.60003,28382.34709,29045.48485,29496.82678,31094.30581,31886.15878,31948.74374,33845.47456,34946.87679,33971.50389,32354.02662,31976.63236,31915.11718,32723.92652,33198.11472,34695.67842,35213.41776,33870.94224,32529.07369,32967.38997,32194.98896,30535.87111,30152.26037,30190.18114,29082.47972,28355.93184,27299.37542,
Other small states,OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13769.59335,14133.45952,14537.67268,14964.18064,15974.93136,16526.91562,17752.33501,18958.61525,19779.19567,19570.138,20598.26689,21576.49699,21905.65619,22243.51996,22601.30933,22769.35173,22895.989,22714.24149,22722.08841,22744.37432,21122.32358
Pakistan,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2915.900175,2976.912543,3118.139237,3086.893478,3115.102968,3179.50713,3240.088797,3180.351108,3169.890225,3196.279545,3245.378342,3277.051278,3279.030977,3388.17669,3560.811841,3706.824023,3836.49275,3931.175785,3908.599006,3930.508174,3906.873971,3928.519927,3980.74865,4069.267498,4171.29183,4278.346663,4421.581929,4571.205078,4739.472713,4690.484777,4622.770769
Panama,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10728.81346,11496.63297,12184.40868,12587.07764,12682.80843,12643.3069,12892.64839,13448.54156,14146.33291,14409.16069,14511.59769,14314.77303,14357.13157,14681.84255,15495.06137,16305.78768,17395.64677,19130.64049,20642.33529,20530.99878,21348.89793,23355.27538,25202.84185,26487.54864,27359.68702,28438.53269,29340.101,30454.81572,31021.07299,31440.34995,25388.49967
Peru,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5249.200384,5258.26019,5128.634375,5295.798233,5837.089956,6154.167419,6210.222642,6492.549137,6354.433331,6345.500534,6422.480568,6380.337664,6653.395098,6861.830619,7136.351561,7519.029069,8017.255022,8629.264533,9341.231027,9368.045463,10066.46757,10616.8437,11176.08672,11724.0036,11877.07893,12110.2669,12403.68714,12506.52938,12781.41644,12853.69207,11260.84575
Philippines,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4231.791736,4103.90875,4018.629808,4006.696254,4085.14541,4178.032297,4322.085078,4444.786492,4322.029141,4358.689409,4453.756672,4492.721424,4562.761382,4697.48565,4908.058738,5054.238933,5228.315741,5474.681327,5618.484953,5606.590677,5918.373229,6043.601676,6351.264942,6666.250512,6973.638909,7300.13621,7705.05377,8120.868793,8516.136549,8914.723798,7953.581644
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13586.80504,14248.50218,14569.16529,13972.78615,14615.159,15253.03531,15376.92132,16003.77588,15441.95194,14753.90812,15062.49579,16255.7398,16633.53804,16099.32088,17091.22717,18338.12827,18268.03166,17826.39361,18444.30776,17572.6226,
Papua New Guinea,PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2434.700122,2605.222798,2898.147236,3347.571839,3464.848459,3271.671293,3440.330056,3225.656972,3028.928895,3012.594403,2871.416376,2806.953519,2745.514415,2748.701105,2765.346691,2877.115645,2963.418223,3119.175568,3035.170681,3165.093266,3406.644039,3369.844454,3453.387111,3513.023252,3909.338659,4083.752436,4222.524992,4285.628756,4190.094894,4349.808047,4101.218881
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11314.96237,10483.90203,10714.65962,11086.96005,11649.16378,12459.66635,13211.56797,14054.38753,14701.34311,15386.94263,16257.64588,16466.786,16809.8182,17409.63901,18287.82793,18937.47515,20111.29962,21543.1637,22444.90735,23064.9537,23996.13978,25124.27636,25457.20646,25759.33915,26649.57728,27797.05842,28682.69393,30064.50348,31674.13162,33120.51784,32238.15726
Pre-demographic dividend,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2531.231161,2257.678681,2242.145652,2165.442822,2105.73676,2113.935225,2172.591538,2228.922466,2321.917107,2360.146731,2416.665551,2457.627448,2516.685944,2433.309379,2639.234525,2723.800109,2817.567653,2918.657206,3023.910086,3091.792232,3195.873654,3250.568979,3356.400394,3456.626917,3532.402105,3552.146596,3551.115185,3525.277687,3514.385552,3528.546739,3361.595804
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21595.97856,21937.8921,22791.56492,23650.10864,24412.27581,25288.10622,25584.55937,26584.89999,27894.44209,29251.03732,30124.69312,31958.09675,32209.42298,32206.46489,35016.93833,34370.71461,34030.09052,33831.93417,33403.42449,32930.36156,32960.69111,33224.56552,33638.86568,33922.15842,34070.25359,34311.02963,34539.58684,34363.74599,34299.35854,34804.93471,33442.83157
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
